Property_Name,Unit_Number,Damages
Glouster,1041,27.73
Glouster,1042,91.33
Glouster,1043,158.10999999999999
Glouster,1044,254.4
Glouster,1045,84.72
Glouster,1046,673.09
Glouster,1047,58.019999999999996
Glouster,1048,120.88000000000001
Glouster,1049,282.5
Glouster,1050,128.74
Glouster,1051,93.26
Glouster,1052,90.28
Glouster,1053,576.09
Glouster,1054,162.89000000000001
Glouster,1055,37.23
Glouster,1056,300.74
Glouster,1057,103.32
Glouster,1058,128.28
Glouster,1059,110.23
Glouster,1060,16.63
Glouster,1061,354.95
Glouster,1062,332.95
Glouster,1063,194.63
Glouster,1064,187.36
Glouster,1065,485.67
Glouster,1067,227.1
Glouster,1068,217.72
Glouster,1069,160.17
Glouster,1070,60.25
Glouster,1071,295.1
Glouster,1072,346.54
Glouster,1073,266.27
Glouster,1074,44.49
Glouster,1075,11.8
Glouster,1076,32.14
Glouster,1077,211.25
Glouster,1078,256.3
Glouster,1079,364.19
Glouster,1080,220.73
Glouster,1081,366.7
Glouster,1082,178.57
Glouster,1083,189.67
Glouster,1084,191.01
Glouster,1085,180.66
Glouster,1086,166.09
Glouster,1087,321.53000000000003
Glouster,1088,179.15
Glouster,1089,212.86
Glouster,1090,104.5
Glouster,1091,362.21
Glouster,1092,235.49
Glouster,1093,150.73
Glouster,1094,254.2
Glouster,1095,85.53
Glouster,1096,220.31
Glouster,1097,229.85
Glouster,1098,100.8
Glouster,1099,241.38
Glouster,1100,85.9
Glouster,1101,136.85
Glouster,1102,187.84
Glouster,1103,62.67
Glouster,1104,175.47
Glouster,1105,767.0
Glouster,1106,205.15
Glouster,1107,288.76
Glouster,1108,747.02
Glouster,1109,240.34
Glouster,1110,189.77
Glouster,1111,155.99
Glouster,1112,31.74
Glouster,1113,236.93
Glouster,1114,73.34
Glouster,1115,3.84
Glouster,1116,174.52
Glouster,1117,247.34
Glouster,1118,153.33
Glouster,1119,72.35
Glouster,1120,193.73
Glouster,1121,287.36
Glouster,1122,117.86
Glouster,1123,584.13
Glouster,1124,48.18
Glouster,1125,92.81
Glouster,1126,65.96
Glouster,1127,267.03000000000003
Glouster,1128,31.38
Glouster,1129,265.94
Glouster,1130,228.16
Glouster,1131,103.78
Glouster,1132,173.79
Glouster,1133,481.84
Glouster,1134,363.21999999999997
Glouster,1135,140.59
Glouster,1136,300.11
Glouster,1137,259.47
Glouster,1138,106.1
Glouster,1139,384.51
Glouster,1140,635.71
Glouster,1141,93.38
Glouster,1142,184.42
Glouster,1143,517.81
Glouster,1144,176.16
Glouster,1145,138.47
Glouster,1146,259.83
Glouster,1147,131.93
Glouster,1148,44.33
Glouster,1149,101.45
Glouster,1150,406.02
Glouster,1151,199.82
Glouster,1152,177.67000000000002
Glouster,1153,149.34
Glouster,1154,77.16
Glouster,1155,40.06
Glouster,1156,214.88
Glouster,1157,339.5
Glouster,1158,353.08
Glouster,1159,70.07
Glouster,1160,128.66
Glouster,1161,192.98000000000002
Glouster,1162,88.91
Glouster,1163,56.18
Glouster,1164,321.69
Glouster,1165,211.36
Glouster,1166,34.51
Glouster,1167,328.5
Glouster,1168,101.72
Glouster,1169,320.78
Glouster,1170,269.67
Glouster,1171,293.69
Glouster,1172,304.77
Glouster,1173,121.78
Glouster,1174,206.45
Glouster,1175,11.6
Glouster,1176,55.15
Glouster,1177,368.4
Glouster,1178,140.19
Glouster,1179,66.86
Glouster,1180,58.48
Glouster,1181,194.77
Glouster,1182,44.72
Glouster,1183,108.15
Glouster,1184,67.68
Glouster,1185,8.209999999999999
Glouster,1186,137.06
Glouster,1187,205.59
Glouster,1188,162.1
Glouster,1189,125.32
Glouster,1190,330.71
Glouster,1191,87.25
Glouster,1192,593.02
Glouster,1193,119.47
Glouster,1194,40.96
Glouster,1195,32.6
Glouster,1196,194.23000000000002
Glouster,1197,154.14000000000001
Glouster,1198,122.35
Glouster,1199,159.15
Glouster,1200,201.03
Glouster,1201,145.28
Glouster,1202,248.26999999999998
Glouster,1203,286.31
Glouster,2204,175.13
Glouster,2205,283.35
Glouster,2206,285.89
Glouster,2207,161.21
Glouster,2208,74.61
Glouster,2209,101.51
Glouster,2210,327.75
Glouster,2211,245.84
Glouster,2212,104.24
Glouster,2213,13.549999999999999
Glouster,2214,168.22
Glouster,2215,79.2
Glouster,2216,292.1
Glouster,2217,460.79
Glouster,2218,191.46
Glouster,2219,214.51999999999998
Glouster,2220,276.37
Glouster,2221,179.63
Glouster,2222,175.9
Glouster,2223,230.92
Glouster,2225,384.5
Glouster,2226,436.46999999999997
Glouster,2227,163.23
Glouster,2228,143.24
Glouster,2229,76.32
Glouster,2230,45.91
Glouster,2231,58.02
Glouster,2232,113.81
Glouster,2233,126.33
Glouster,2234,51.92
Glouster,2235,221.74
Glouster,2236,211.49
Glouster,2237,97.9
Glouster,2238,117.42
Glouster,2239,261.37
Glouster,2240,19.8
Glouster,2241,83.26
Glouster,2242,617.27
Glouster,2243,235.17
Glouster,2244,222.19
Glouster,2245,129.64000000000001
Glouster,2246,41.730000000000004
Glouster,2247,309.79
Glouster,2248,262.05
Glouster,2249,200.13
Glouster,2250,299.63
Glouster,2251,431.08
Glouster,2252,557.95
Glouster,2253,144.44
Glouster,2254,113.56
Glouster,2255,220.59
Glouster,2256,565.19
Glouster,2257,340.11
Glouster,2258,131.82
Glouster,2259,129.19
Glouster,2260,72.13
Glouster,2261,341.01
Glouster,2262,313.46
Glouster,2263,310.34
Glouster,2264,1.45
Glouster,2265,65.1
Glouster,2266,122.15
Glouster,2267,241.9
Glouster,2268,222.01
Glouster,2269,485.33
Glouster,2270,43.25
Glouster,2271,133.18
Glouster,2272,331.87
Glouster,2273,158.22
Glouster,2274,202.11
Glouster,2275,295.89
Glouster,2276,345.4
Glouster,2277,101.99
Glouster,2278,72.78
Glouster,2279,64.05
Glouster,2280,90.82
Glouster,2281,134.34
Glouster,2282,484.89
Glouster,2283,93.35
Glouster,2284,166.85
Glouster,2285,130.22
Glouster,2286,131.66
Glouster,2287,144.22
Glouster,2288,189.47
Glouster,2289,113.36
Glouster,2290,385.85
Glouster,2291,316.55
Glouster,2292,165.6
Glouster,2293,194.11
Glouster,2294,134.19
Glouster,2295,197.74
Glouster,2296,281.23
Glouster,2297,264.24
Glouster,2298,370.05
Glouster,2299,361.94
Glouster,2300,211.53
Glouster,2301,259.73
Glouster,2302,100.65
Glouster,2303,73.92
Glouster,2304,355.05
Glouster,2305,171.75
Glouster,2306,328.86
Glouster,2307,282.2
Glouster,2308,57.33
Glouster,2309,266.77
Glouster,2310,35.78
Glouster,2311,44.56
Glouster,2312,172.11
Glouster,2313,172.55
Glouster,2314,133.67000000000002
Glouster,2315,139.19
Glouster,2316,130.84
Glouster,2317,0.0
Glouster,2318,213.24
Glouster,2319,167.07999999999998
Glouster,2320,136.37
Glouster,2321,191.15
Glouster,2322,252.45
Glouster,2323,343.51
Glouster,2324,217.54
Glouster,2325,128.37
Glouster,2326,97.14
Glouster,2327,190.13
Glouster,2328,199.78
Glouster,2329,122.24
Glouster,2330,321.45
Glouster,2331,148.48
Glouster,2332,170.6
Glouster,2333,208.19
Glouster,2334,300.65
Glouster,2335,197.93
Glouster,2336,62.2
Glouster,2337,242.78
Glouster,2338,108.71
Glouster,2339,122.63
Glouster,2340,93.65
Glouster,2341,305.19
Glouster,2342,255.59
Glouster,2343,250.66
Glouster,2344,209.42
Glouster,2345,158.87
Glouster,2346,424.41
Glouster,2347,247.38
Glouster,2348,417.27
Glouster,2349,46.3
Glouster,2350,105.44
Glouster,2351,138.34
Glouster,2352,81.65
Glouster,2353,211.08
Glouster,2354,289.2
Glouster,2355,591.2
Glouster,2356,123.75
Glouster,2357,66.86
Glouster,2358,165.91
Glouster,2359,61.43
Glouster,2360,106.43
Glouster,2361,141.69
Glouster,2362,224.98
Glouster,2363,66.4
Glouster,2364,109.03999999999999
Glouster,2365,146.34
Glouster,2366,47.92
Glouster,2367,195.92
Glouster,2368,791.32
Glouster,2369,139.89
Glouster,2370,264.69
Glouster,2371,333.32
Glouster,2372,113.63
Glouster,2373,56.51
Glouster,2374,188.23
Glouster,2375,174.57
Glouster,2376,116.33
Glouster,2377,53.09
Glouster,2378,31.5
Glouster,2379,119.7
Glouster,2380,140.66
Glouster,2381,234.32
Glouster,2382,64.65
Glouster,2383,75.23
Glouster,2384,154.44
Glouster,2385,587.39
Glouster,2386,185.95
Glouster,2387,91.76
Glouster,2388,183.09
Glouster,2389,213.01
Glouster,2390,389.13
Glouster,2391,95.8
Glouster,2392,309.14
Glouster,2393,108.66
Glouster,2394,72.15
Glouster,2395,234.67000000000002
Glouster,2396,303.67
Glouster,2397,178.48
Glouster,2398,387.01
Glouster,2399,169.94
Glouster,2400,435.3
Glouster,2401,180.79
Glouster,2402,129.61
Glouster,2403,162.95
Glouster,2404,118.23
Glouster,2405,274.93
Glouster,2406,287.99
Glouster,2407,124.63
Glouster,2408,206.77
Glouster,2409,120.49
Glouster,2410,412.61
Glouster,2411,252.0
Glouster,2412,128.76
Glouster,2413,406.24
Glouster,2414,251.13
Glouster,2415,493.28000000000003
Glouster,2416,164.1
Glouster,2417,185.78
Glouster,2418,184.84
Glouster,2419,72.31
Glouster,2420,53.1
Glouster,2421,207.35
Glouster,2422,243.24
Glouster,2423,190.59
Glouster,2424,55.15
Glouster,2425,94.66
Glouster,2426,217.49
Glouster,2427,119.24
Glouster,2428,447.55
Glouster,2429,129.79
Glouster,2430,266.85
Glouster,2431,125.34
Glouster,2432,275.6
Glouster,2433,61.11
Glouster,2434,146.67
Glouster,2435,131.54
Glouster,2436,37.519999999999996
Glouster,2437,155.37
Glouster,2438,244.99
Glouster,2439,99.44
Glouster,2440,204.65
Glouster,2441,90.97
Glouster,2442,30.23
Glouster,2443,61.160000000000004
Glouster,2444,280.85
Glouster,2445,467.77
Glouster,2446,85.61
Glouster,2447,59.629999999999995
Glouster,2448,13.49
Glouster,2449,86.43
Glouster,2450,73.44
Glouster,2451,117.92
Glouster,2452,236.62
Glouster,2453,360.14
Glouster,2454,83.19
Glouster,2455,51.6
Glouster,2456,200.39000000000001
Glouster,2457,199.68
Glouster,2458,388.01
Glouster,2459,49.29
Glouster,2460,249.05
Glouster,2461,526.22
Glouster,2462,60.32
Glouster,2463,49.01
Glouster,2464,103.37
Glouster,2465,139.95
Glouster,2466,174.2
Glouster,2467,137.49
Glouster,2468,240.04
Glouster,2469,210.07
Glouster,2470,299.12
Glouster,2471,143.18
Glouster,2472,81.81
Glouster,2473,136.16
Glouster,2474,27.37
Glouster,2475,124.22
Glouster,2476,130.65
Glouster,2477,61.17
Glouster,2478,143.76
Glouster,2479,151.15
Glouster,2480,145.97
Glouster,2481,100.16
Glouster,2482,49.410000000000004
Glouster,2483,59.96
Glouster,2484,550.76
Glouster,2485,194.3
Glouster,2486,191.48
Glouster,2487,133.32
Glouster,2488,93.7
Glouster,2489,372.86
Glouster,2490,186.35999999999999
Glouster,2491,153.56
Glouster,2492,146.07999999999998
Glouster,2493,149.88
Glouster,2494,245.62
Glouster,2495,311.69
Glouster,2496,1.17
Glouster,2497,216.6
Glouster,2498,312.72
Glouster,2499,231.76
Glouster,2500,114.86
Glouster,2501,83.05
Glouster,2502,267.68
Glouster,2503,22.68
Glouster,2504,64.5
Glouster,2505,231.18
Glouster,2506,219.04
Glouster,2507,65.13
Glouster,2508,153.69
Glouster,2509,195.09
Glouster,2510,42.47
Glouster,2511,77.06
Glouster,2512,564.74
Glouster,2513,156.81
Glouster,2514,63.0
Glouster,2515,30.24
Glouster,2516,315.44
Glouster,2517,258.83
Glouster,2518,183.89
Glouster,2519,77.45
Glouster,2520,385.68
Glouster,2521,128.56
Glouster,2522,25.85
Glouster,2523,565.01
Glouster,2524,225.92
Glouster,2525,233.91
Glouster,2526,124.28999999999999
Glouster,2527,170.65
Glouster,2528,284.73
Glouster,2529,110.57
Glouster,2530,97.65
Glouster,2531,285.46
Glouster,2532,108.84
Glouster,2533,229.32
Glouster,2534,134.1
Glouster,2535,122.63
Glouster,2536,0.06
Glouster,2537,48.43
Glouster,2538,146.46
Glouster,2539,153.18
Glouster,2540,379.71
Glouster,2541,183.77
Glouster,9542,276.89
Glouster,9543,639.99
Glouster,9544,596.31
Glouster,9545,220.44
Glouster,9546,275.85
Glouster,9547,109.72
Glouster,9548,164.18
Glouster,9549,0.42
Glouster,9550,614.1800000000001
Glouster,9551,116.97
Glouster,9552,248.68
Glouster,9553,192.38
Glouster,9554,233.31
Glouster,9555,317.4
Glouster,9556,427.84
Glouster,9557,336.36
Glouster,9558,250.38
Glouster,9559,195.4
Glouster,9560,269.39
Glouster,9561,342.97
Glouster,9562,417.35
Glouster,9563,377.67
Glouster,9564,497.85
Glouster,9565,277.84
Glouster,9566,419.77
Glouster,9567,599.2
Glouster,9568,278.17
Glouster,9569,278.81
Glouster,9570,281.35
Glouster,9571,102.93
Glouster,9572,762.04
Glouster,9573,295.17
Glouster,9574,274.33
Glouster,9575,421.99
Glouster,9576,270.98
Glouster,9577,453.8
Glouster,9578,262.42
Glouster,9579,46.1
Glouster,9580,416.67
Glouster,9581,334.98
Glouster,9582,461.78000000000003
Glouster,9583,287.46
Glouster,9584,216.17
Glouster,9585,456.28
Glouster,9586,562.91
Glouster,9587,571.79
Glouster,9588,101.2
Glouster,9589,143.87
Glouster,9590,246.76
Glouster,9591,151.85
Glouster,9592,407.57
Glouster,9593,21.810000000000002
Glouster,9594,660.39
Glouster,9595,432.51
Glouster,9596,216.79
Glouster,9597,480.96
Glouster,9598,434.39
Glouster,9599,421.79
Glouster,9600,114.15
Glouster,9601,284.21
Glouster,9602,101.14
Glouster,9603,495.49
Glouster,9606,539.11
Glouster,9607,216.33
Glouster,9608,414.6
Glouster,9609,214.95
Glouster,9610,591.43
Glouster,9611,528.23
Glouster,9612,17.88
Glouster,9613,423.56
Glouster,9614,133.51
Glouster,9615,156.48
Glouster,9616,210.06
Glouster,9617,458.16
Glouster,9618,271.25
Glouster,9619,500.24
Glouster,9620,1107.22
Glouster,9621,368.76
Glouster,9622,209.16
Glouster,9623,110.32000000000001
Glouster,9624,241.54
Glouster,9625,373.56
Glouster,9626,555.9
Glouster,9627,56.260000000000005
Glouster,9628,208.12
Glouster,9629,230.93
Glouster,9630,181.10999999999999
Glouster,9631,354.73
Glouster,9632,386.95
Glouster,9633,220.74
Glouster,9634,413.79
Glouster,9635,299.69
Glouster,9636,546.03
Glouster,9637,244.69
Glouster,9638,308.01
Glouster,9639,583.57
Glouster,9640,78.09
Glouster,9641,273.56
Glouster,9642,57.06
Glouster,9643,370.64
Glouster,9644,157.81
Glouster,9645,155.97
Glouster,9646,653.2
Glouster,9647,102.11
Glouster,9648,687.27
Glouster,9649,447.3
Glouster,9650,682.12
Glouster,9651,112.17
Glouster,9652,161.53
Glouster,9653,195.87
Glouster,9654,333.31
Glouster,9655,247.01
Glouster,9656,506.13
Glouster,9657,427.15
Glouster,9658,91.69
Glouster,9659,122.42
Glouster,9660,654.83
Glouster,9661,1084.74
Glouster,9662,333.04
Glouster,9663,292.6
Glouster,9664,209.64000000000001
Glouster,9665,44.96
Glouster,9666,217.3
Glouster,9667,309.64
Glouster,9668,362.23
Glouster,9669,444.59
Glouster,9670,816.65
Glouster,9671,59.76
Glouster,9672,958.77
Glouster,9673,292.0
Glouster,9674,305.3
Glouster,9675,230.78
Glouster,9676,800.81
Glouster,9677,583.12
Glouster,9678,190.13
Glouster,9679,416.39
Glouster,9680,329.38
Glouster,9681,384.46999999999997
Glouster,9682,229.79
Glouster,9683,364.57
Glouster,9684,826.22
Glouster,9685,18.0
Helena,3902,273.72
Helena,3903,225.84
Helena,3904,156.14
Helena,3905,308.48
Helena,3906,15.35
Helena,3907,381.29
Helena,3908,137.76
Helena,3909,431.02
Helena,3910,128.84
Helena,3911,623.23
Helena,3912,542.94
Helena,3913,341.72
Helena,3914,339.1
Helena,3915,6.95
Helena,3916,134.24
Helena,3917,677.05
Helena,3918,582.03
Helena,3919,147.32999999999998
Helena,3920,244.09
Helena,3921,256.48
Helena,3922,477.21
Helena,3923,391.67
Helena,3924,163.57
Helena,3925,398.18
Helena,3926,521.35
Helena,3927,466.57
Helena,3928,443.29
Helena,3929,417.68
Helena,3930,279.31
Helena,3931,233.48999999999998
Helena,3932,594.19
Helena,3933,548.22
Helena,3934,238.61
Helena,3935,335.27
Helena,3936,573.65
Helena,3937,404.42
Helena,3938,269.81
Helena,3939,199.32
Helena,3940,355.85
Helena,3941,242.12
Helena,3942,142.12
Helena,3943,34.24
Helena,3944,287.86
Helena,3945,192.86
Helena,3946,99.44
Helena,3947,140.72
Helena,3948,433.16
Helena,3949,464.07
Helena,3950,0.0
Helena,3951,239.15
Helena,3952,893.63
Helena,3953,406.08
Helena,3954,687.18
Helena,3955,293.57
Helena,3956,594.24
Helena,3957,668.52
Helena,3958,149.78
Helena,3959,245.2
Helena,3960,373.31
Helena,3961,248.67
Helena,3962,196.24
Helena,3963,295.02
Helena,3964,354.73
Helena,3965,606.6
Helena,3966,130.12
Helena,3967,129.52
Helena,3968,200.62
Helena,3969,224.4
Helena,3970,207.93
Helena,3971,237.23
Helena,3972,21.31
Helena,3973,134.49
Helena,3974,159.86
Helena,3975,368.95
Helena,3976,118.22
Helena,3977,181.24
Helena,3978,213.09
Helena,3979,259.42
Helena,3980,815.68
Helena,3981,121.64
Helena,3982,258.14
Helena,3983,492.47
Helena,3984,171.12
Helena,3985,249.47
Helena,3986,102.48
Helena,3987,177.84
Helena,3988,405.07
Helena,3989,314.67
Helena,3990,117.15
Helena,3991,151.82
Helena,3992,486.96999999999997
Helena,3993,166.03
Helena,3994,219.22
Helena,3995,130.52
Helena,3996,491.65
Helena,3997,329.15
Helena,3998,447.84000000000003
Helena,3999,371.88
Helena,4000,164.76
Helena,4001,305.43
Helena,4002,121.82000000000001
Helena,4003,184.36
Helena,4004,0.0
Helena,4005,344.63
Helena,4006,701.95
Helena,4007,550.31
Helena,4008,668.37
Helena,4009,348.72
Helena,4010,277.46
Helena,4011,403.6
Helena,4012,284.13
Helena,4013,632.01
Helena,4014,218.09
Helena,4015,470.79
Helena,4016,452.15000000000003
Helena,4017,527.82
Helena,4018,135.08
Helena,4019,148.13
Helena,4020,319.17
Helena,4021,44.08
Helena,4022,640.4399999999999
Helena,4023,213.03
Helena,4024,507.67
Helena,4025,406.88
Helena,4026,767.99
Helena,4027,460.72
Helena,4028,141.46
Helena,4029,718.12
Helena,4030,337.41
Helena,4031,481.84000000000003
Helena,4032,0.0
Helena,4033,0.0
Helena,4034,424.46999999999997
Helena,4035,363.1
Helena,4036,380.7
Helena,4037,255.07
Helena,4038,699.98
Helena,4039,433.27
Helena,4040,346.63
Helena,4041,50.61
Helena,4042,299.66
Helena,4043,339.8
Helena,4044,172.95
Helena,4045,98.96
Helena,4046,0.0
Helena,4047,188.28
Helena,4048,92.62
Helena,4049,395.79
Helena,4050,205.66
Helena,4051,178.74
Helena,4052,0.0
Helena,4053,33.95
Helena,4054,276.49
Helena,4055,167.38
Helena,4056,2.7
Helena,4057,351.49
Helena,4058,274.65
Helena,4059,564.93
Helena,4060,408.94
Helena,4061,657.82
Helena,4062,255.73
Helena,4063,191.63
Helena,4064,315.0
Helena,4065,354.26
Helena,4066,260.73
Helena,4067,387.49
Helena,4068,219.49
Helena,4069,184.7
Helena,4070,355.02
Helena,4071,422.6
Helena,4072,167.7
Helena,4073,332.91
Helena,4074,326.26
Helena,4075,18.07
Helena,4076,105.52
Helena,4077,300.37
Helena,4078,266.35
Helena,4079,30.25
Helena,4080,216.75
Helena,4081,281.75
Helena,4082,172.82
Helena,4083,261.01
Helena,4084,429.47
Helena,4085,226.79
Helena,4086,89.59
Helena,4087,42.09
Helena,4088,168.29
Helena,4089,156.29
Helena,4090,163.46
Helena,4091,190.28
Helena,4092,437.98
Helena,4093,256.75
Helena,4094,208.51
Helena,4095,439.97
Helena,4096,281.25
Helena,4097,210.72
Helena,4098,147.38
Helena,4099,51.23
Helena,4100,123.86
Helena,4101,239.61
Helena,4102,333.58
Helena,4103,220.86
Helena,4104,66.58
Helena,4105,57.94
Helena,4106,230.06
Helena,4107,165.21
Helena,4108,160.03
Helena,4109,295.35
Helena,4110,219.39
Helena,4111,133.55
Helena,4112,262.98
Helena,4113,481.79
Helena,4114,134.12
Helena,4115,249.04
Helena,4116,358.48
Helena,4117,174.51
Helena,4118,201.15
Helena,4119,546.24
Helena,4120,304.21
Helena,4121,323.91
Helena,4122,390.71
Helena,4123,672.06
Helena,4124,136.94
Helena,4125,0.06
Helena,4126,264.0
Helena,4127,207.86
Helena,4128,374.38
Helena,4129,147.38
Helena,4130,515.58
Helena,4131,310.01
Helena,4132,636.4300000000001
Helena,4133,285.02
Helena,4134,111.17999999999999
Helena,4135,332.98
Helena,4136,293.89
Helena,4137,283.31
Helena,4138,309.05
Helena,4139,262.43
Helena,4140,328.51
Helena,4141,631.16
Helena,4142,649.0
Helena,4143,547.98
Helena,4144,266.07
Helena,4145,394.65
Helena,4146,355.58
Helena,4147,7.26
Helena,4148,248.81
Helena,4149,307.76
Helena,4150,387.69
Helena,4151,378.47
Helena,4152,74.68
Helena,4153,366.22
Helena,4154,310.19
Helena,4155,331.25
Helena,4156,14.48
Helena,4157,137.14
Helena,4158,992.56
Helena,4159,692.28
Helena,4160,0.0
Helena,4161,257.5
Helena,4162,161.75
Helena,4163,332.39
Helena,4164,176.72
Helena,4165,428.59
Helena,4166,576.54
Helena,4167,523.16
Helena,4168,364.01
Helena,4169,369.01
Helena,4170,686.68
Helena,4171,535.51
Helena,4172,122.79
Helena,4173,49.730000000000004
Helena,4174,265.64
Helena,4175,230.88
Helena,4176,224.06
Helena,4177,398.46
Helena,4178,181.47
Helena,4179,128.5
Helena,4180,328.46
Helena,4181,268.38
Helena,4182,345.99
Helena,4183,254.95
Helena,4184,839.38
Helena,4185,166.93
Helena,4186,295.93
Helena,4187,358.99
Helena,4188,883.4
Helena,4189,334.61
Helena,4190,586.94
Helena,4191,0.0
Helena,4192,783.24
Helena,4193,319.33
Helena,4194,329.28
Helena,4195,215.72
Helena,4196,273.62
Helena,4197,432.5
Helena,4198,173.98
Helena,4199,411.85
Helena,4200,683.58
Helena,4201,218.13
Helena,4202,793.43
Helena,4203,187.43
Helena,4204,710.37
Helena,4205,470.17
Helena,4206,443.05
Helena,4207,345.4
Helena,4208,630.19
Helena,4209,375.04
Helena,4210,683.26
Helena,4211,196.77
Helena,4212,402.96
Helena,4213,226.21
Helena,4214,497.54
Helena,4215,819.53
Helena,4216,258.93
Helena,4217,250.05
Helena,4218,306.83
Helena,4219,559.32
Helena,4220,281.25
Helena,4221,235.88
Helena,4222,194.57
Helena,4223,187.68
Helena,4224,404.76
Helena,4225,371.69
Helena,4226,314.22
Helena,4227,550.7
Helena,4228,373.12
Helena,4229,397.18
Helena,4230,809.1899999999999
Helena,4231,174.37
Helena,4232,373.5
Helena,4233,424.61
Helena,4234,157.05
Helena,4235,809.11
Helena,4236,272.43
Helena,4237,180.79
Helena,4238,369.5
Helena,4239,161.27
Helena,4240,282.32
Helena,4241,237.5
Helena,4242,305.31
Helena,4243,0.0
Helena,4244,157.38
Helena,4245,641.91
Helena,4246,267.35
Helena,4247,214.73
Helena,4248,208.15
Helena,4249,515.86
Helena,4250,263.72
Helena,4251,169.01
Helena,4252,133.13
Helena,4253,174.29
Helena,4254,54.77
Helena,4255,250.91
Helena,4256,312.64
Helena,4257,268.73
Helena,4258,534.83
Helena,4259,498.24
Helena,4260,941.29
Helena,4261,496.1
Helena,4262,319.46999999999997
Helena,4263,347.62
Helena,4264,520.18
Helena,4265,177.24
Helena,4266,553.15
Helena,4267,0.0
Helena,4268,1795.6
Helena,4269,210.55
Helena,4270,401.06
Helena,4271,401.67
Helena,4272,527.2
Helena,4273,413.94
Helena,4274,248.85
Helena,4275,730.22
Helena,4276,0.0
Helena,4277,658.04
Helena,4278,347.55
Helena,4279,708.57
Helena,4280,996.37
Helena,4281,666.8
Helena,4282,494.65
Helena,4283,371.76
Helena,4284,466.17
Helena,4285,685.33
Helena,4286,561.28
Helena,4287,547.65
Helena,4288,327.15
Helena,4289,96.49
Helena,4290,373.67
Helena,4291,662.17
Helena,4292,201.03
Helena,4293,237.13
Helena,4294,241.20000000000002
Helena,4295,384.01
Helena,4296,268.46999999999997
Helena,4297,235.52
Helena,4298,168.59
Helena,4299,246.45
Helena,4300,295.43
Helena,4301,326.17
Helena,4302,403.54
Helena,4303,0.0
Helena,14902,656.92
Helena,14903,650.15
Helena,14904,346.6
Helena,14905,346.6
Helena,14906,365.3
Helena,14907,420.53000000000003
Helena,14908,532.01
Helena,14909,531.64
Helena,14910,496.71999999999997
Helena,14911,496.71999999999997
Helena,14912,461.87
Helena,14913,578.81
Helena,14914,583.4
Helena,14915,591.34
Helena,14916,507.89
Helena,14917,510.84
Helena,14918,850.8
Helena,14919,850.8
Helena,16355,10.56
Helena,16357,771.94
Helena,16360,108.63
Helena,16366,602.74
Helena,16368,743.7
Helena,17304,538.87
Helena,17305,548.21
Helena,17306,491.63
Helena,17307,1058.73
Helena,17308,702.49
Helena,17309,350.98
Helena,17311,919.4
Helena,17313,646.29
Helena,23314,438.83
Helena,23315,471.57
Helena,23316,496.32
Helena,23317,266.11
Helena,23318,304.16
Helena,23319,360.6
Helena,23320,580.75
Helena,23321,431.82
Helena,23322,439.49
Helena,23323,625.26
Helena,23324,431.47
Helena,23325,313.16
Helena,23326,112.71000000000001
Helena,23327,544.19
Helena,23328,1258.99
Helena,23329,620.29
Helena,23330,602.1
Helena,23331,605.6
Helena,23332,699.16
Helena,23333,307.92
Helena,23334,942.22
Helena,23335,691.72
Helena,23336,493.99
Helena,23337,225.95000000000002
Helena,23338,610.37
Helena,23339,651.17
Helena,23340,1337.78
Helena,23341,230.28
Helena,23342,424.56
Helena,23343,595.13
Helena,23344,618.74
Helena,23345,464.25
Helena,23346,40.69
Helena,23347,348.92
Helena,23348,662.08
Helena,23349,1015.64
Helena,23350,625.6
Helena,23351,445.34
Helena,23352,722.69
Helena,23353,313.49
Helena,24372,269.31
Helena,24373,117.98
Helena,24374,284.31
Helena,24375,154.47
Helena,24376,150.07
Helena,24377,252.87
Helena,24378,347.43
Helena,24379,182.09
Helena,24380,440.43
Helena,24381,94.38
Helena,24382,545.7
Helena,24383,504.08
Helena,24384,272.44
Helena,24385,584.1
Helena,24386,0.0
Helena,24387,0.0
Helena,24388,603.44
Helena,24389,192.94
Helena,24390,515.43
Helena,24391,245.91
Helena,24392,490.7
Helena,24393,484.07
Helena,24394,78.14
Helena,24395,207.66
Helena,24396,318.56
Helena,24397,418.87
Helena,24398,189.63
Helena,24399,0.0
Helena,24400,436.49
Helena,24401,159.82999999999998
Miami,7902,53.23
Miami,7903,251.27
Miami,7904,156.52
Miami,7905,337.91
Miami,7906,94.01
Miami,7907,421.08
Miami,7908,259.18
Miami,7909,509.1
Miami,7910,219.96
Miami,7911,461.09
Miami,7912,381.9
Miami,7913,431.06
Miami,7914,66.72
Miami,7915,552.72
Miami,7916,177.98
Miami,7917,302.26
Miami,7918,335.71999999999997
Miami,7919,49.69
Miami,7920,415.15
Miami,7921,274.83
Miami,7922,64.41
Miami,7923,185.68
Miami,7924,285.33
Miami,7925,391.96999999999997
Miami,7926,212.35
Miami,7927,143.16
Miami,7928,171.2
Miami,7929,186.28
Miami,7930,427.65999999999997
Miami,7931,569.62
Miami,7932,31.4
Miami,7933,115.44
Miami,7934,361.05
Miami,7935,237.03
Miami,7936,281.16
Miami,7937,472.47
Miami,7938,162.96
Miami,7939,364.61
Miami,7940,712.52
Miami,7941,45.16
Miami,7942,803.59
Miami,7943,48.550000000000004
Miami,7944,229.91
Miami,7945,186.24
